CSCSITEID__C,ACCOUNTNAMEENGLISH__C,BRANCH_CUSTOMER_PARTY_KEY,BRANCH_PRIMARY_NAME,HQ_PRIMARY_NAME,GU_PRIMARY_NAME,BRANCH_ISO_COUNTRY_CD,BRANCH_PARTY_SSOT_PARTY_ID_INT,BRANCH_HQ_BRANCH_CD,EXACT_COUNTRY
41495902,Lakgam net project,2765730,LAKGAM NET PROJECT,LAKGAM NET PROJECT,LAKGAM NET PROJECT,LKA,41495902,HQ,SRI LANKA
41497826,Ceylinco Development Bank Ltd.,10784259,CEYLINCO DEVELOPMENT BANK LTD,CEYLINCO CONSOLIDATED INTERNATIONAL PTE LTD,CEYLINCO CONSOLIDATED INTERNATIONAL PTE LTD,LKA,41497826,HQ,SRI LANKA
187086843,Bartleet Financial Services,115006773,BARTLEET FINANCIAL SERVICES,JANASHAKTHI INSURANCE COMPANY LIMITED,ALLIANZ SE,LKA,187086843,HQ,SRI LANKA
326928583,,219015035,OAK INTEGRATED SYSTEMS PVT LTD,OAK INTEGRATED SYSTEMS PVT LTD,OAK INTEGRATED SYSTEMS PVT LTD,LKA,326928583,HQ,SRI LANKA
145661751,MBSL Savings Bank,79048220,MBSL SAVINGS BANK,MBSL SAVINGS BANK,MBSL SAVINGS BANK,LKA,145661751,HQ,SRI LANKA
345682378,AALBORG PORTLAND,230766407,SUNTEKS INTERNATIONAL,SUNTEKS INTERNATIONAL,SUNTEKS INTERNATIONAL,LKA,345682378,HQ,SRI LANKA
160193614,OVERSEAS REALTY (CEYLON) PLC,98489247,OVERSEAS REALTY CEYLON LTD,OVERSEAS REALTY CEYLON LTD,OVERSEAS REALTY CEYLON LTD,LKA,160193614,HQ,SRI LANKA
32631715,ASIA CAPITAL GROUP OF COMPANIES,1426083,ASIA CAPITAL GROUP OF COMPANIES,ASIA CAPITAL LIMITED,ASIA CAPITAL LIMITED,LKA,32631715,HQ,SRI LANKA
359307234,,242447925,MAINFRAME PVT LTD,MAINFRAME PVT LTD,MAINFRAME PVT LTD,LKA,359307234,HQ,SRI LANKA
319231514,,212713374,INSYNC INFORMATION TECHNOLOGIES,INSYNC INFORMATION TECHNOLOGIES,INSYNC INFORMATION TECHNOLOGIES,LKA,319231514,HQ,SRI LANKA
6903844,,7237323,SUNTEL LIMITED,SUNTEL LIMITED,SUNTEL LIMITED,LKA,6903844,BR,SRI LANKA
168930498,Maersk Lanka (pvt) Ltd,102884581,MAERSK LANKA (PRIVATE) LIMITED,AP MOLLER GROUP,AP MOELLER MAERSK AS,LKA,168930498,BR,SRI LANKA
181133116,,110550488,WINSOFT TECHNOLGIES PVT LTD,WINSOFT TECHNOLOGIES INDIA PRIVATE LTD,WINSOFT TECHNOLOGIES INDIA PRIVATE LTD,LKA,181133116,BR,SRI LANKA
269350404,"DR. ASOKA BALASURIYA,",181789329,"DR. ASOKA BALASURIYA,","DR. ASOKA BALASURIYA,","DR. ASOKA BALASURIYA,",LKA,269350404,HQ,SRI LANKA
41495418,Kalutota Investments,12548452,KALUTOTA INVESTMENTS,KALUTOTA INVESTMENTS,KALUTOTA INVESTMENTS,LKA,41495418,HQ,SRI LANKA
198043375,HARCOURTS (PVT)LTD,126392258,HARCOURTS (PRIVATE) LIMITED,HARCOURTS (PRIVATE) LIMITED,HARCOURTS (PRIVATE) LIMITED,LKA,198043375,HQ,SRI LANKA
353662090,,237440287,SOUTH ASIA TEXTILES LTD,HAYLEYS PLC,HAYLEYS PLC,LKA,353662090,BR,SRI LANKA
384907017,,261400154,GFORCE IT DISTRIBUTIONS,DONOT_USE_AS_GU,DONOT_USE_AS_GU,LKA,384907017,HQ,SRI LANKA
228974057,,153375425,E NET INTEGRATED SOLUTIONS PVT LTD,E NET INTEGRATED SOLUTIONS PVT LTD,E NET INTEGRATED SOLUTIONS PVT LTD,LKA,228974057,HQ,SRI LANKA
253113445,,168807668,TEKXEON INTERCONNECT PVT LTD,TEKXEON INTERCONNECT PVT LTD,TEKXEON INTERCONNECT PVT LTD,LKA,253113445,BR,SRI LANKA
41495492,Toyota Lanka,9988885,TOYOTA LANKA,TOYOTA MOTOR CORPORATION,TOYOTA MOTOR CORPORATION,LKA,41495492,HQ,SRI LANKA
191520885,,118345000,DATATECH PVT LTD,DATATECH PVT LTD,DATATECH PVT LTD,LKA,191520885,HQ,SRI LANKA
234792537,,157839122,SYSTECH SOLUTIONS,SYSTECH SOLUTIONS,SYSTECH SOLUTIONS,LKA,234792537,HQ,SRI LANKA
106839880,,47229446,HSBC,HSBC ELECTRONIC DATA PROCESSING LANKA PRIVATE LIMITED,HSBC HOLDINGS PLC,LKA,106839880,BR,SRI LANKA
392559321,,268369674,CURVEWAVE TECHNOLOGY PVT LTD,DONOT_USE_AS_GU,DONOT_USE_AS_GU,LKA,392559321,HQ,SRI LANKA
39882106,PARLIAMENT OF SRI LANKA,6260571,PARLIAMENT OF SRI LANKA,SRILANKA PARLIAMENT,SRILANKA PARLIAMENT,LKA,39882106,BR,SRI LANKA
254822735,,169691628,SUMATHI INFORMATION TECHNOLOGIES PVT LTD,SUMATHI INFORMATION TECHNOLOGIES (PVT) LTD,SUMATHI INFORMATION TECHNOLOGIES (PVT) LTD,LKA,254822735,BR,SRI LANKA
111214536,Orient Lanka Limited,48100833,ORIENT LANKA LTD,ORIENT LANKA LTD,ORIENT LANKA LTD,LKA,111214536,HQ,SRI LANKA
113784911,Shore To Shore Ltd,49298259,SHORE TO SHORE PRIVATE LTD,SHORE TO SHORE PRIVATE LTD,SHORE TO SHORE PRIVATE LTD,LKA,113784911,HQ,SRI LANKA
151632138,IGA Srilanka,82242220,IGA SRILANKA,IGA SRILANKA,IGA SRILANKA,LKA,151632138,HQ,SRI LANKA
41497212,Sinhagiri (Pvt) Ltd,8349985,SINHAGIRI PVT LTD,SINHAGIRI PVT LTD,SINHAGIRI PVT LTD,LKA,41497212,HQ,SRI LANKA
257662770,VOLUME TECHNOLOGY CENTRE PRIVATE LTD,173345847,VOLUME TECHNOLOGY CENTRE  PVT LTD,VOLUME TECHNOLOGY CENTRE  PVT LTD,VOLUME TECHNOLOGY CENTRE  PVT LTD,LKA,257662770,HQ,SRI LANKA
326872831,Royal Holidays PVT Ltd,218947570,ROYAL HOLIDAYS PVT LTD,ROYAL HOLIDAYS PVT LTD,ROYAL HOLIDAYS PVT LTD,LKA,326872831,HQ,SRI LANKA
41495686,Sinhaputhra Finance Pvt Ltd,3299385,SINHAPUTHRA FINANCE PVT LTD,SINHAPUTHRA FINANCE PVT LTD,SINHAPUTHRA FINANCE PVT LTD,LKA,41495686,HQ,SRI LANKA
46210068,,8976045,GO GETTER,GO GETTER,GO GETTER,LKA,46210068,HQ,SRI LANKA
41497880,GTZ,3651825,GTZ,GTZ,GTZ,LKA,41497880,BR,SRI LANKA
278297421,AGNI CONNECTIONS LTD,190732410,AGNI CONNECTIONS LTD,AGNI CONNECTIONS LTD,AGNI CONNECTIONS LTD,LKA,278297421,HQ,SRI LANKA
357875366,,241285262,MARBLE BEVERAGES PVT LTD,MARBLE BEVERAGES PVT LTD,MARBLE BEVERAGES PVT LTD,LKA,357875366,HQ,SRI LANKA
182878629,Idola (Pvt) Ltd,111538988,IDOLA PVT LTD,IDOLA PVT LTD,IDOLA PVT LTD,LKA,182878629,HQ,SRI LANKA
120543395,Ceylinco Consolidated,51745452,CEYLINCO CONSOLIDATED,CEYLINCO INSURANCE COMPANY LTD,CEYLINCO INSURANCE COMPANY LTD,LKA,120543395,BR,SRI LANKA
43184310,EDS LANKA PRIVATE LTD,7339571,EDS LANKA PRIVATE LTD,HP INC,HP INC,LKA,43184310,HQ,SRI LANKA
147903197,WNS GLOBAL SERVICES PVT LTD,80409651,WNS GLOBAL SERVICES PRIVATE LTD,WNS HOLDINGS LTD,WNS HOLDINGS LTD,LKA,147903197,HQ,SRI LANKA
233491997,,156960156,ITCONNECT,ITCONNECT,ITCONNECT,LKA,233491997,HQ,SRI LANKA
89396569,Tyco Healthcare Pte Ltd.,34734874,TYCO HEALTHCARE PTE LTD,COVIDIEN INDIA,MEDTRONIC INC,LKA,89396569,HQ,SRI LANKA
10384834,Citibank,8655027,CITIBANK N A,CITIBANK NATIONAL ASSOCIATION,CITIGROUP INC.,LKA,10384834,HQ,SRI LANKA
274329288,,186672303,ZONESTECH DATA SYSTEMS PVT LTD,ZONESTECH DATA SYSTEMS PVT LTD,ZONESTECH DATA SYSTEMS PVT LTD,LKA,274329288,HQ,SRI LANKA
200124513,Booking.com(Lanka) Pvt Ltd,128052272,BOOKINGCOM LANKA PVT LTD,BOOKINGCOM BV,BOOKINGCOM BV,LKA,200124513,HQ,SRI LANKA
382541775,,259085820,CODEX INNOVATIVE SOLUTIONS,CODEX INNOVATIVE SOLUTIONS,CODEX INNOVATIVE SOLUTIONS,LKA,382541775,HQ,SRI LANKA
331637034,,223159091,SILVER LEAP TECHNOLOGY PVT LTD,SILVER LEAP TECHNOLOGIES,SILVER LEAP TECHNOLOGIES,LKA,331637034,HQ,SRI LANKA
257158090,,172404485,PROACTIVE DATA SYSTEMS PVT LTD,PROACTIVE DATA PRIVATE LTD,PROACTIVE DATA SYSTEMS PRIVATE LTD,LKA,257158090,BR,SRI LANKA
329502332,,221400941,APPS TECHNOLOGIES PVT LTD,APPS TECHNOLOGIES PVT LTD,APPS TECHNOLOGIES PVT LTD,LKA,329502332,HQ,SRI LANKA
41496742,American National College,14270870,AMERICAN NATIONAL COLLEGE,AMERICAN NATIONAL COLLEGE,AMERICAN NATIONAL COLLEGE,LKA,41496742,HQ,SRI LANKA
9322532,BANK OF CEYLON,10620162,BANK OF CEYLON,BANK OF CEYLON,BANK OF CEYLON,LKA,9322532,BR,SRI LANKA
182892896,Citizen Development Bank,111538765,CITIZEN DEVELOPMENT BANK,CITIZEN DEVELOPMENT BANK,CITIZEN DEVELOPMENT BANK,LKA,182892896,HQ,SRI LANKA
372189467,,252546458,BRIDGE ADVISORY & CONSULTING PVT LTD,BRIDGE ADVISORY & CONSULTING PVT LTD,BRIDGE ADVISORY & CONSULTING PVT LTD,LKA,372189467,HQ,SRI LANKA
37832958,,4659939,HAYLES GROUP,HAYLES GROUP,HAYLES GROUP,LKA,37832958,HQ,SRI LANKA
216745260,EFutures (Private) Limited,142959460,EFUTURES PRIVATE LTD,EFUTURES  PVT LTD,EFUTURES  PVT LTD,LKA,216745260,BR,SRI LANKA
192346091,MINISTRY OF YOUTH EMPOWERMENT AND SOCIO ECONOMIC DEVELOPMENT,118745755,MINISTRY OF YOUTH EMPOWERMENT AND SOCIO ECONOMIC DEVELOPMENT,MINISTRY OF YOUTH EMPOWERMENT AND SOCIO ECONOMIC DEVELOPMENT,MINISTRY OF YOUTH EMPOWERMENT AND SOCIO ECONOMIC DEVELOPMENT,LKA,192346091,HQ,SRI LANKA
266376713,VOCANIC,178604925,VOCANIC,VOCANIC M SDN BHD,WPP PLC,LKA,266376713,HQ,SRI LANKA
148023786,,80451691,COSCO LANKA PVT LTD,COSCO NEW ZEALAND LTD,FIVE STAR SHIPPING & AGENCY COMPANY PTY LTD,LKA,148023786,BR,SRI LANKA
41495584,Julies & Creasy,12517434,JULIES & CREASY,JULIES & CREASY,JULIES & CREASY,LKA,41495584,HQ,SRI LANKA
261921226,BENJI LIMITED,175260024,BENJI LTD,BENJI LTD,BENJI LTD,LKA,261921226,BR,SRI LANKA
41498530,Favourite Group,8501502,FAVOURITE GROUP,FAVOURITE GROUP,FAVOURITE GROUP,LKA,41498530,BR,SRI LANKA
345682114,PT BUANA MITRA USAHA CLASSIC HOTEL,230768796,DINEMORE,DINEMORE,DINEMORE,LKA,345682114,HQ,SRI LANKA
217237383,Gamma Pharmaceutical Pvt Ltd,143266513,GAMMA PHARMACEUTICALS PRIVATE LTD,GAMMA PHARMACEUTICALS PRIVATE LTD,GAMMA PHARMACEUTICALS PRIVATE LTD,LKA,217237383,HQ,SRI LANKA
349314055,,234115539,STP COMPUTER WORLD PVT LTD,STP COMPUTER WORLD PVT LTD,STP COMPUTER WORLD PVT LTD,LKA,349314055,BR,SRI LANKA
145716414,NDB Venture Investments (Pvt) Ltd,79066626,NDB VENTURE INVESTMENTS PVT LTD,NATIONAL LIMITED BANK PLC,NATIONAL LIMITED BANK PLC,LKA,145716414,BR,SRI LANKA
267293398,,179589506,REDINGTON SL PVT LTD,REDINGTON INDIA LTD,REDINGTON INDIA LTD,LKA,267293398,HQ,SRI LANKA
134284394,S-Lon Lanka (Pvt) Ltd,61673689,S-LON LANKA PVT LTD,S-LON LANKA PVT LTD,S-LON LANKA PVT LTD,LKA,134284394,HQ,SRI LANKA
41497328,Ceylinco Sussex College,9857692,CEYLINCO SUSSEX COLLEGE,CEYLINCO CONSOLIDATED INTERNATIONAL PTE LTD,CEYLINCO CONSOLIDATED INTERNATIONAL PTE LTD,LKA,41497328,HQ,SRI LANKA
41497250,Asian Finance Ltd.,3524763,ASIAN FINANCE LTD,ASIAN FINANCE LTD,ASIAN FINANCE LTD,LKA,41497250,HQ,SRI LANKA
89218910,Far Shipping Lines Lanka (Pvt) Ltd,34592138,FAR SHIPPING LINES LANKA PVT LTD,FAR SHIPPING LINES LANKA PVT LTD,FAR SHIPPING LINES LANKA PVT LTD,LKA,89218910,HQ,SRI LANKA
120504869,All Nippon Airways,51734974,ALL NIPPON AIRWAYS,ANA HOLDINGS INC,ANA HOLDINGS INC,LKA,120504869,HQ,SRI LANKA
348701612,,233499684,SARVODAYA DEVELOPMENT FINANCE COMPANY PRIVATE LTD,DESHODAYA DEVELOPMENT FINANCE COMPANY LTD,DESHODAYA DEVELOPMENT FINANCE COMPANY LTD,LKA,348701612,BR,SRI LANKA
40382811,,7866488,DSI GROUP,THE DSI GROUP INC,THE DSI GROUP INC,LKA,40382811,BR,SRI LANKA
312443939,SJMS ASSOCIATES,206870371,SJMS ASSOCIATES,SJMS ASSOCIATES,SJMS ASSOCIATES,LKA,312443939,HQ,SRI LANKA
43157755,,2227223,SL NEVY,MINISTRY OF DEFENSE,MINISTRY OF DEFENSE,LKA,43157755,BR,SRI LANKA
255797881,,170622659,VDATANET SOLUTIONS,VDATANET SOLUTIONS,VDATANET SOLUTIONS,LKA,255797881,HQ,SRI LANKA
212837395,Ministry of Foreign Employment Promotion and Welfare,138156212,MINISTRY OF FOREIGN EMPLOYMENT PROMOTION AND WELFARE,GOVERNMENT OF SRILANKA,GOVERNMENT OF SRILANKA,LKA,212837395,HQ,SRI LANKA
167799469,Ministry of Finance & Planning,102225742,MINISTRY OF FINANCE & PLANNING,MINISTRY OF FINANCE & PLANNING,MINISTRY OF FINANCE & PLANNING,LKA,167799469,HQ,SRI LANKA
8940861,ACADEMY OF FINANCIAL STUDIES,8082795,DATA INTERNATIONAL,DATA ENTRY INTERNATIONAL,DATA ENTRY INTERNATIONAL,LKA,8940861,HQ,SRI LANKA
193082881,AIA Insurance Pvt Ltd,119361536,AIA INSURANCE LANKA PLC,ALLIANZ SE,ALLIANZ SE,LKA,193082881,HQ,SRI LANKA
392184977,GLAXO SMITHLINE CONSUMER HEALTHCARE PVT LTD,267938278,GLAXO SMITHLINE CONSUMER HEALTHCARE PVT LTD,GLAXO SMITHLINE PHARMACEUTICALS LTD,GLAXO SMITHLINE PHARMACEUTICALS LTD,LKA,392184977,HQ,SRI LANKA
8940861,,8082795,DATA INTERNATIONAL,DATA ENTRY INTERNATIONAL,DATA ENTRY INTERNATIONAL,LKA,8940861,HQ,SRI LANKA
179540346,,109669139,UNIVERSITY OF RUHUNA,UNIVERSITY OF RUHUNA,UNIVERSITY OF RUHUNA,LKA,179540346,HQ,SRI LANKA
255381685,,170254886,SASHIRA INTERNATIONAL,SASHIRA INTERNATIONAL,SASHIRA INTERNATIONAL,LKA,255381685,HQ,SRI LANKA
187782966,,115946337,EMERGE SOLUTIONS PVT LTD,EMERGE SOLUTIONS PVT LTD,EMERGE SOLUTIONS PVT LTD,LKA,187782966,HQ,SRI LANKA
315515199,,209014609,SANIT INVENTIONS PVT LTD,SANIT INVENTIONS PVT LTD,SANIT INVENTIONS PVT LTD,LKA,315515199,HQ,SRI LANKA
168710259,Ericsson Telecommunications Lanka (Pvt) Ltd,102793263,ERICSSON,ERICSSON MANUFACTURING CO (THAILAND) LTD,TELEFON AB L M ERICSSON,LKA,168710259,BR,SRI LANKA
380353862,,257119947,BROWNS ENGINEERING AND CONSTRUCTION,BROWNS ENGINEERING AND CONSTRUCTION,BROWNS ENGINEERING AND CONSTRUCTION,LKA,380353862,HQ,SRI LANKA
233201204,Sapath Systems Limited,156611397,SAPATH SYSTEMS LANKA PVT LTD,SAPATH SYSTEMS LTD,SAPATH SYSTEMS LTD,LKA,233201204,HQ,SRI LANKA
347097770,MCKINSEY & COMPANY COLOMBO PRIVATE LTD,231995800,MCKINSEY &AMP COMPANY COLOMBO PRIVATE LTD,MCKINSEY & COMPANY INC,MCKINSEY & COMPANY INC,LKA,347097770,HQ,SRI LANKA
271056657,,183345983,V S INFORMATION SYSTEMS PVT LTD,V S INFORMATION SYSTEMS PRIVATE LTD,V S INFORMATION SYSTEMS PRIVATE LTD,LKA,271056657,BR,SRI LANKA
275024897,,187353792,MICRO SOLUTIONS INFORMATION SYSTEMS PVTLTD,MICRO SOLUTIONS,MICRO SOLUTIONS,LKA,275024897,BR,SRI LANKA
181133116,Winsoft Technologies Pvt Ltd,110550488,WINSOFT TECHNOLGIES PVT LTD,WINSOFT TECHNOLOGIES INDIA PRIVATE LTD,WINSOFT TECHNOLOGIES INDIA PRIVATE LTD,LKA,181133116,BR,SRI LANKA
40127081,,11759693,EMERCHEMIE NB CEYLON LIMITED,EMERCHEMIE NB CEYLON LIMITED,EMERCHEMIE NB CEYLON LIMITED,LKA,40127081,HQ,SRI LANKA
84266751,,33438278,AIRPORT & AVIATION SERVICE SRI LANKA LTD,AIRPORT AND AVIATION SERVICES SRI LANKA PRIVATE LTD,AIRPORT AND AVIATION SERVICES SRI LANKA PRIVATE LTD,LKA,84266751,BR,SRI LANKA
191547015,,118343649,TACSERVE,TACSERVE,TACSERVE,LKA,191547015,HQ,SRI LANKA
11533543,DHL,7351671,DHL INTERNATIONAL NZ LTD,DHL INTERNATIONAL NZ LTD,DEUTSCHE POST DHL GROUP,LKA,11533543,HQ,SRI LANKA
190649087,,117908166,METROPOLITAN COMMUNICATIONS  PVT,METROPOLITAN COMMUNICATIONS PVT  LTD,METROPOLITAN OFFICE PRIVATE LTD,LKA,190649087,BR,SRI LANKA
275217717,,187532302,DEBUG COMPUTER PERIPHERALS PVT LTD,DEBUG COMPUTER PERIPHERALS,DEBUG COMPUTER PERIPHERALS,LKA,275217717,BR,SRI LANKA
10785606,,7795005,VISUAL COMPUTING SYSTEMS PRIVATE LTD,VISUAL COMPUTING SYSTEMS PRIVATE LTD,VISUAL COMPUTING SYSTEMS PRIVATE LTD,LKA,10785606,HQ,SRI LANKA
215042019,,140805079,DUC TECHNOLOGIES PVT LTD,DUC TECHNOLOGIES PVT LTD,DUC TECHNOLOGIES PVT LTD,LKA,215042019,HQ,SRI LANKA
41331729,,4381144,OPEN UNIVERSITY OF SRI LANKA,OPEN UNIVERSITY OF SRI LANKA,OPEN UNIVERSITY OF SRI LANKA,LKA,41331729,HQ,SRI LANKA
112889425,SARA LEE CORPORATION,48891752,SARA LEE CORPORATION,THE HILLSHIRE BRANDS COMPANY,TYSON FOODS INC,LKA,112889425,HQ,SRI LANKA
245366723,CTRLS,163045230,CTRLS,CTRL S DATACENTERS LTD,CTRL S DATACENTERS LTD,LKA,245366723,HQ,SRI LANKA
41495276,Unilever Ceylon Limited,3752890,UNILEVER CEYLON LTD,UNILEVER SRI LANKA LTD,UNILEVER PLC,LKA,41495276,BR,SRI LANKA
326763322,,218859483,INFINITI SOLUTIONS,INFINITI SOLUTIONS,INFINITI SOLUTIONS,LKA,326763322,HQ,SRI LANKA
41497304,Union Assurance  Limited,10864384,UNION ASSURANCE LTD,UNION ASSURANCE LTD,UNION ASSURANCE LTD,LKA,41497304,HQ,SRI LANKA
41498120,Union Bank,8931652,UNION BANK,UNION BANK OF COLOMBO PLC,UNION BANK OF COLOMBO PLC,LKA,41498120,BR,SRI LANKA
41495582,Merchant Credit Of Srilanka,5141022,MERCHANT CREDIT OF SRILANKA,MERCHANT CREDIT OF SRILANKA,MERCHANT CREDIT OF SRILANKA,LKA,41495582,BR,SRI LANKA
145716416,SME Venture Capital Company,79066627,SME VENTURE CAPITAL COMPANY,SME VENTURE CAPITAL COMPANY,SME VENTURE CAPITAL COMPANY,LKA,145716416,HQ,SRI LANKA
145661528,Kiriya/Milk Industries Of Lanka (Pvt) Ltd,79048144,KIRIYAMILK INDUSTRIES OF LANKA PVT LTD,MINISTRY OF LIVESTOCK DEVELOPMENT,MINISTRY OF LIVESTOCK DEVELOPMENT,LKA,145661528,HQ,SRI LANKA
346040793,,231077510,CONTROL UNION INSPECTIONS PVT LTD,CONTROL UNION INSPECTIONS FRANCE,CONTROL UNION INSPECTIONS FRANCE,LKA,346040793,HQ,SRI LANKA
45095407,,2894615,RANBAXY LABORATORIES LTD,RANBAXY LABORATORIES LTD,"DAIICHI SANKYO COMPANY, LIMITED",LKA,45095407,HQ,SRI LANKA
218899563,UNIV OF MORATUWA,145532996,UNIV OF MORATUWA,ROTARACT CLUB OF UNIVERSITY OF MORATUWA,ROTARACT CLUB OF UNIVERSITY OF MORATUWA,LKA,218899563,BR,SRI LANKA
309288614,,204348599,DATACORE LANKA PVT LTD,DATACORE LANKA PVT LTD,DATACORE LANKA PVT LTD,LKA,309288614,BR,SRI LANKA
352607957,LEXMARK ENTERPRISES,236690792,LEXMARK ENTERPRISES,LEXMARK ENTERPRISE SOFTWARE,LEXMARK INTERNATIONAL INC,LKA,352607957,HQ,SRI LANKA
159109795,Mphasis Lanka Private Limited,98097847,MPHASIS LANKA PRIVATE LTD,MPHASIS LTD,THE BLACKSTONE GROUP L P,LKA,159109795,HQ,SRI LANKA
84267379,,33438592,TOURIST BOARD,TOURIST BOARD,TOURIST BOARD,LKA,84267379,HQ,SRI LANKA
142949495,Capitol A E I (Private) Limited,78060591,CAPITOL A E I PRIVATE LTD,CAPITOL A E I PRIVATE LTD,CAPITOL A E I PRIVATE LTD,LKA,142949495,HQ,SRI LANKA
190639710,Thakral One - Sri Lanka,117907795,THAKRAL ONE SRI LANKA,THAKRAL ONE INC,THAKRAL BROTHERS PRIVATE LTD,LKA,190639710,BR,SRI LANKA
215803576,OZO Hotel,141861573,OZO HOTEL,OZO WESLEY HOTEL,OZO WESLEY HOTEL,LKA,215803576,BR,SRI LANKA
317918318,,211427231,TERABYTE TECHNOLOGIES,TERABYTE TECHNOLOGIES,TERABYTE TECHNOLOGIES,LKA,317918318,HQ,SRI LANKA
155088359,PC House Pvt.Ltd,95923822,PC HOUSE PLC,PC HOUSE PLC,PC HOUSE PLC,LKA,155088359,HQ,SRI LANKA
303012150,National Institute of Business Management,200063823,NATIONAL INSTITUTE OF BUSINESS MANAGEMENT,NATIONAL INSTITUTE OF BUSINESS MANAGEMENT,NATIONAL INSTITUTE OF BUSINESS MANAGEMENT,LKA,303012150,HQ,SRI LANKA
33934074,,5547202,DFCC BANK,DFCC BANK,DFCC BANK,LKA,33934074,BR,SRI LANKA
182544813,,111329117,CROSSPOINT BUSINESS SOLUTIONS PVT LTD,CROSSPOINT BUSINESS SOLUTIONS (PVT) LTD,CROSSPOINT BUSINESS SOLUTIONS (PVT) LTD,LKA,182544813,BR,SRI LANKA
392291719,COLOMBO LOTUS TOWER MANAGEMENT COMPANY PVT LTD,268048480,COLOMBO LOTUS TOWER MANAGEMENT COMPANY PVT LTD,COLOMBO LOTUS TOWER MANAGEMENT COMPANY PVT LTD,COLOMBO LOTUS TOWER MANAGEMENT COMPANY PVT LTD,LKA,392291719,HQ,SRI LANKA
41496114,Mast Lanka (Pvt) Ltd,7904936,MAST LANKA LTD,MAST LANKA LTD,MAST LANKA LTD,LKA,41496114,HQ,SRI LANKA
278795327,B BRAUN LANKA PVT LTD,191183136,B BRAUN,B BRAUN LANKA PVT LTD,B BRAUN MELSUNGEN AG,LKA,278795327,BR,SRI LANKA
246891237,,164671234,OPTIMA TECHNOLOGIES PVT LTD,OPTIMA TECHNOLOGIES PVT LTD,OPTIMA TECHNOLOGIES PVT LTD,LKA,246891237,HQ,SRI LANKA
206680832,,132568120,ICM MICRO COMPUTER SYSTEMS PVT LTD,ICM MICRO COMPUTER SYSTEMS PVT LTD,ICM MICRO COMPUTER SYSTEMS PVT LTD,LKA,206680832,HQ,SRI LANKA
192803561,,119086587,EDGEWARE PVT LTD,EDGEWARE PVT LTD,EDGEWARE PVT LTD,LKA,192803561,HQ,SRI LANKA
8940861,PC holdings,8082795,DATA INTERNATIONAL,DATA ENTRY INTERNATIONAL,DATA ENTRY INTERNATIONAL,LKA,8940861,HQ,SRI LANKA
256302350,,171159204,INTELLIGENT IT SOLUTIONS PVT LTD,INTELLIGENT IT SOLUTIONS PVT LTD,INTELLIGENT IT SOLUTIONS PVT LTD,LKA,256302350,HQ,SRI LANKA
301458889,University of Sri Jayawardanapura,198650452,UNIVERSITY OF SRI JAYAWARDANAPURA,UNIVERSITY OF SRI JAYAWARDENAPURA,UNIVERSITY OF SRI JAYAWARDENAPURA,LKA,301458889,BR,SRI LANKA
8940861,Mustafa’s Hotel & Shopping Complex,8082795,DATA INTERNATIONAL,DATA ENTRY INTERNATIONAL,DATA ENTRY INTERNATIONAL,LKA,8940861,HQ,SRI LANKA
111823500,MAST INDUSTRIES INC,48384350,MAST INDUSTRIES INC,MAST INDUSTRIES INC,"BATH & BODY WORKS, INC.",LKA,111823500,HQ,SRI LANKA
182806004,,111472576,EME ENGINEERING LANKA PVT LTD,EME ENGINEERING LANKA PVT LTD,EME ENGINEERING LANKA PVT LTD,LKA,182806004,HQ,SRI LANKA
327811513,,219890053,MS TECHNOLOGIES PVT LTD,MS TECHNOLOGIES PVT LTD,MS TECHNOLOGIES PVT LTD,LKA,327811513,BR,SRI LANKA
84267357,,33438581,SRI LANKA POLICE,SRI LANKA POLICE,SRI LANKA POLICE,LKA,84267357,HQ,SRI LANKA
175622172,ALPHA GROUP,107418247,ALPHA INDUSTRIES  PVT LTD,ALPHA INDUSTRIES PRIVATE LTD,ALPHA INDUSTRIES PRIVATE LTD,LKA,175622172,BR,SRI LANKA
41495862,United Motors Lanka Limited,13893428,UNITED MOTORS LANKA LTD,UNITED MOTORS LANKA PLC,UNITED MOTORS LANKA PLC,LKA,41495862,BR,SRI LANKA
43094063,,645417,ALUMEX PVT LTD,"ALUMEX, S.A. DE C.V.",GRUPO CARSO SAB DE CV,LKA,43094063,BR,SRI LANKA
206538908,WSO2,132423004,WSO2,WSO2 INC,WSO2 INC,LKA,206538908,BR,SRI LANKA
172513025,SWISS BIOGENICS LTD,106084247,SWISS BIOGENICS LTD,SWISS BIOGENICS LTD,SWISS BIOGENICS LTD,LKA,172513025,HQ,SRI LANKA
39314886,,1365726,EUREKA TECHNOLOGY PARTNERS,EUREKA ON LINE (PVT) LTD,EUREKA ON LINE (PVT) LTD,LKA,39314886,BR,SRI LANKA
179465899,Ministry of Defence and Urban Development,109636213,MINISTRY OF DEFENSE,MINISTRY OF DEFENSE,MINISTRY OF DEFENSE,LKA,179465899,HQ,SRI LANKA
189510324,House of Fashion,117115037,HOUSE OF FASHION,HOUSE OF FASHION,HOUSE OF FASHION,LKA,189510324,HQ,SRI LANKA
178874363,AKBAR BROS LTD,109115406,AKBAR BROS LTD,AKBAR BROS LTD,AKBAR BROS LTD,LKA,178874363,HQ,SRI LANKA
